"3 규모(30 ~ 99 인)","전문대졸","여","50 ~ 54",51.9,21.2,164.2,154.6,9.6,3.0,2916
"3 규모(30 ~ 99 인)","전문대졸","여","55 ~ 59",56.8,21.2,160.7,152.3,8.4,3.2,2693
"3 규모(30 ~ 99 인)","전문대졸","여","60세 ~",63.5,21.0,137.3,133.6,3.7,1.1,2138
"3 규모(30 ~ 99 인)","대졸이상","전체","20 ~ 24",23.4,20.7,170.8,163.8,7.0,0.9,2614
"3 규모(30 ~ 99 인)","대졸이상","전체","25 ~ 29",27.3,20.9,172.6,165.4,7.3,1.1,3095
"3 규모(30 ~ 99 인)","대졸이상","전체","30 ~ 34",31.9,20.9,173.5,165.6,7.9,1.4,3763
"3 규모(30 ~ 99 인)","대졸이상","전체","35 ~ 39",37.0,20.9,173.0,165.3,7.7,1.5,4610
"3 규모(30 ~ 99 인)","대졸이상","전체","40 ~ 44",41.9,20.9,172.9,164.6,8.3,1.8,5232
"3 규모(30 ~ 99 인)","대졸이상","전체","45 ~ 49",47.0,20.9,172.8,164.4,8.3,1.8,5810
"3 규모(30 ~ 99 인)","대졸이상","전체","50 ~ 54",51.9,20.8,170.7,162.7,8.0,1.8,6205
"3 규모(30 ~ 99 인)","대졸이상","전체","55 ~ 59",56.9,20.8,168.6,161.2,7.3,1.7,6271
"3 규모(30 ~ 99 인)","대졸이상","전체","60세 ~",64.6,20.7,162.1,156.8,5.3,1.4,5353
"3 규모(30 ~ 99 인)","대졸이상","남","20 ~ 24",23.5,20.5,173.1,162.4,10.7,1.7,2660
"3 규모(30 ~ 99 인)","대졸이상","남","25 ~ 29",27.4,20.9,174.0,165.3,8.7,1.7,3206
"3 규모(30 ~ 99 인)","대졸이상","남","30 ~ 34",32.0,21.0,175.3,166.1,9.2,2.0,3935
"3 규모(30 ~ 99 인)","대졸이상","남","35 ~ 39",37.0,21.0,175.1,166.3,8.9,1.9,4815
"3 규모(30 ~ 99 인)","대졸이상","남","40 ~ 44",41.9,21.0,175.9,166.2,9.7,2.1,5665
"3 규모(30 ~ 99 인)","대졸이상","남","45 ~ 49",47.0,21.1,175.5,166.1,9.4,2.2,6321
"3 규모(30 ~ 99 인)","대졸이상","남","50 ~ 54",51.9,20.9,173.4,164.8,8.6,2.0,6896
"3 규모(30 ~ 99 인)","대졸이상","남","55 ~ 59",56.9,20.9,171.3,163.5,7.8,1.9,7120
"3 규모(30 ~ 99 인)","대졸이상","남","60세 ~",64.7,20.7,166.8,161.0,5.8,1.5,5892
